,LamS,LamS1H,LamS2H,LamSP,LamSPH,MDF,MS12,MS22,NSD,NSI,Omega,PSD,PSI,S,T,U,XU11,XU12,XU21,XU22,XV11,XV12,XV21,XV22,YRA11,YRA12,YRA13,YRA21,YRA22,YRA23,YRB11,YRB12,YRB13,YRB21,YRB22,YRB23,YRC,YRD,mCha,mChi1,mChi2,mS1,mS2,mh1,mh2,mn1,mn2,mn3,mueg,mv1,mv2,mv3,vS,vevSM
113,0.0001,0.0,0.0,0.1,0.0,230.12512735055344,8000000.0,7000000.0,0.0001117,2.743e-05,0.21,0.00014609999999999995,6.415e-07,0.0273616467,-0.0030732554999999997,0.0031135153000000004,0.354813609,-0.9349370579999999,0.9349370579999999,0.354813609,0.0330531407,-0.9994535959999999,0.9994535959999999,0.0330531407,0.0,0.0034248182348724197,0.00706461275807755,0.0,0.000185962585406238,0.02350478402514121,-7.307026246451392e-07,-6.590945585563455e-07,1.0352221782288135e-06,3.9921219204115833e-08,-6.240396951850212e-07,-9.69328347094324e-07,0.1,0.5,230.12512999999998,21.4376171,246.00521099999997,2645.75131,2828.42712,102.487705,124.86143100000001,0.0,9.44196871350391e-12,4.4370683792990425e-11,0.0,1.8594818899999997e-19,8.48532646e-12,4.93730544e-11,324.0945788544295,244.873412
114,0.0001,0.0,0.0,0.1,0.0,115.82632480204106,8000000.0,7000000.0,0.0007676,0.002676,0.00224,0.001004,6.261e-05,0.018122216200000003,-0.0197905027,0.009279868149999999,0.874918552,-0.484270097,0.484270097,0.874918552,0.6699131620000001,-0.742439462,0.742439462,0.6699131620000001,0.0,0.005896459718161819,0.012390695256697629,0.0,0.05286970491664435,0.2640255739274018,6.222718439835748e-08,-3.8506961433649886e-08,-2.347742988844253e-07,-1.1176166122354549e-09,9.00975966240365e-09,1.724628726197843e-08,0.1,0.5,115.82632,88.6866281,177.574521,2645.75131,2828.42712,124.861947,608.060141,0.0,1.1880140731276824e-11,3.689919354720572e-11,0.0,1.42979414e-19,3.10896825e-12,1.70483563e-11,1922.8550437574606,244.874425
115,0.0001,0.0,0.0,0.1,0.0,518.5665897805293,8000000.0,7000000.0,9.301e-06,5.575e-06,0.531,1.216e-05,1.452e-07,0.00164511184,-0.00246202866,0.000322434844,0.21223398,-0.977218879,0.977218879,0.21223398,0.10206563699999999,-0.994777666,0.994777666,0.10206563699999999,0.0,0.005063024870979442,0.022428434653789044,0.0,0.00016468085714201308,0.0041916583554041644,-3.658487450763398e-08,-3.0372335950742755e-08,5.9474075383626795e-08,1.2338398927508067e-07,-1.1751151816750136e-07,-5.691737664966984e-07,0.1,0.5,518.56659,249.38433199999997,527.884257,2645.75131,2828.42712,124.861947,1135.32013,4.336808689942018e-19,9.685497578655434e-12,4.4141127431917385e-11,0.0,2.29682569e-19,8.60481042e-12,4.96848552e-11,3590.1975105685356,244.874425
116,0.0001,0.0,0.0,0.1,0.0,371.63461075180186,8000000.0,7000000.0,7.545e-06,0.0069,0.0158,9.868e-06,0.00015900000000000002,0.00170479215,-0.00145676315,0.000587138072,0.990852269,-0.134951031,0.134951031,0.990852269,0.975006435,-0.222176622,0.222176622,0.975006435,0.0,0.0029781806014372303,0.9148080905193716,0.0,0.00480509397400861,0.0005939732948345565,-1.8199055659982024e-10,-9.74401707280935e-10,-9.222749451672081e-10,-2.3113976294073005e-08,-1.7891346561015136e-08,2.575777151396616e-08,0.1,0.5,371.63461,365.69138300000003,611.840617,2645.75131,2828.42712,124.861947,2692.47622,4.336808689942018e-19,7.702400434741414e-12,5.577319347788081e-11,0.0,2.30334316e-19,8.42910266e-12,5.09647959e-11,8514.357421823404,244.874425
117,0.0001,0.0,0.0,0.1,0.0,141.6865938626524,8000000.0,7000000.0,0.0005411000000000001,0.0001405,0.0452,0.0007076000000000001,3.284e-06,0.027879467,-0.0280120366,0.0108864889,0.530151019,-0.847903236,0.847903236,0.530151019,0.0799247855,-0.9968008970000001,0.9968008970000001,0.0799247855,0.0,0.16092348583162602,0.12840244610003287,0.0,0.01511301955282019,0.023286166605325898,-2.376702885570036e-09,1.7853982831688598e-07,2.621278828522312e-07,-2.02928696582712e-07,-1.8879949153694856e-06,-2.2571948535379854e-06,0.1,0.5,141.68659,21.3604613,166.567733,2645.75131,2828.42712,112.30206799999999,124.86166499999999,0.0,1.2116351678433648e-11,3.629827720803864e-11,0.0,2.89262775e-19,8.77401797e-12,5.0125645299999996e-11,355.13032272036935,244.873871
118,0.0001,0.0,0.0,0.1,0.0,150.66295815596874,8000000.0,7000000.0,6.756999999999999e-07,0.0072689999999999986,0.00244,8.836e-07,0.00016680000000000002,0.00250836747,-0.000973844561,0.0037375231799999997,0.999867411,-0.0162837631,0.0162837631,0.999867411,0.9951778040000001,-0.0980873977,0.0980873977,0.9951778040000001,0.0,0.0008272553593689514,0.08817057875159327,0.0,0.002143020420017031,0.14213448177414914,3.798958653075833e-07,3.217712892415612e-07,-5.59143576742295e-07,-2.1789829052859282e-07,-1.933565541129571e-07,3.0842550986968714e-07,0.1,0.5,150.66296,149.956316,907.5382400000001,2645.75131,2828.42712,124.861947,4039.5984700000004,1.613547742113338e-18,1.5631857322470254e-12,2.728806523453082e-10,0.0,3.18742122e-19,8.522154300000001e-12,5.00535584e-11,12774.33167815792,244.874425
119,0.0001,0.0,0.0,0.1,0.0,253.47821836954068,8000000.0,7000000.0,4.929e-06,0.007111,0.0072,6.4460000000000015e-06,0.0001635,0.00263301656,-0.00180612707,0.00127552058,0.997257981,-0.0740035043,0.0740035043,0.997257981,0.98453882,-0.175166525,0.175166525,0.98453882,0.0,0.3897212212526441,0.6166829786251022,0.0,0.02586627262682534,0.003066601083870295,-3.97736696971404e-10,-2.110466735878159e-09,-2.0316410326444295e-09,6.609972360353896e-11,2.358224091433133e-08,3.488748867436518e-08,0.1,0.5,253.47822000000002,250.245325,599.983737,2645.75131,2828.42712,124.861947,2648.98684,6.133173666733497e-19,7.833193237217603e-12,5.634523472848169e-11,0.0,1.2890789e-19,8.767109459999999e-12,5.0343076799999997e-11,8376.831946258735,244.874425
120,0.0001,0.0,0.0,0.1,0.0,183.2161516838531,8000000.0,7000000.0,0.0003182,0.00015460000000000002,0.0216,0.00041610000000000003,3.7169999999999997e-06,0.010840909499999999,-0.017962167299999998,0.00446004407,0.49854518600000003,-0.866863713,0.866863713,0.49854518600000003,0.21054970000000006,-0.9775831540000001,0.9775831540000001,0.21054970000000006,0.0,0.4816923497797765,0.002684625221121586,0.0,0.002174190680907933,0.003928124746068377,-2.2921842404781725e-10,5.303140429452638e-09,9.934510726967437e-09,-3.196807262719798e-07,-1.4171423107276253e-06,-1.5786260910242358e-06,0.1,0.5,183.21615,77.37735009999999,206.617279,2645.75131,2828.42712,124.861947,390.239958,0.0,9.412549398295864e-12,4.589445282555567e-11,0.0,4.6572581e-19,8.52900052e-12,5.06488092e-11,1234.0470527967148,244.874425
121,0.0001,0.0,0.0,0.1,0.0,660.5810463948662,8000000.0,7000000.0,6.8520000000000015e-06,1.126e-05,0.665,8.961e-06,2.946e-07,0.000913836792,-0.0012046767800000001,0.000187302669,0.23278448300000001,-0.9725283459999999,0.9725283459999999,0.23278448300000001,0.156581796,-0.9876649940000001,0.9876649940000001,0.156581796,0.0,0.040568650099391264,0.0012496547444787699,0.0,0.0002302154807855088,0.0005742224569075673,-7.649070252509874e-10,5.555724153403802e-09,9.497067141477837e-09,-2.4269909482640226e-07,-1.2361864449424841e-06,-1.0376876196756573e-06,0.1,0.5,660.58105,444.337896,670.862481,2645.75131,2828.42712,124.861947,2018.0677600000001,0.0,9.71227375009873e-12,4.6669416373200904e-11,0.0,2.2890461499999996e-19,8.90517952e-12,5.08991248e-11,6381.690568591092,244.874425
122,0.0001,0.0,0.0,0.1,0.0,720.3049632545268,8000000.0,7000000.0,1.927e-05,0.00027739999999999997,0.3,2.519e-05,6.781e-06,0.000674232118,-0.000783813079,0.000154790515,0.468143731,-0.8836523340000001,0.8836523340000001,0.468143731,0.411627539,-0.911352165,0.911352165,0.411627539,0.0,0.01685166310800625,0.017611083389282457,0.0,0.0394642655647798,0.002278762934132941,-6.319432336732883e-09,-3.1958266006195404e-08,-3.0155884279152584e-08,6.770391838370048e-10,1.1094603573772777e-08,1.3828936141360689e-08,0.1,0.5,720.3049599999997,633.346851,742.884345,2645.75131,2828.42712,124.861947,2921.20082,4.336808689942018e-19,8.104243971589371e-12,5.626469472738309e-11,0.0,2.8439422499999996e-19,8.99016093e-12,5.0720300899999996e-11,9237.648078427852,244.874425
123,0.0001,0.0,0.0,0.1,0.0,102.46762603073499,8000000.0,7000000.0,0.0012259999999999999,0.0003238,0.0397,0.001603,7.537000000000003e-06,0.056561529699999995,-0.03886227,0.014579383000000001,0.655558217,-0.755144638,0.755144638,0.655558217,0.107200995,-0.994237369,0.994237369,0.107200995,0.0,0.00014431628098533878,0.0014878226419903634,0.0,0.0005736059786335768,0.0005975182877084999,-2.288884224556077e-06,-2.4349982486447823e-05,-3.3188247186818236e-05,-7.0397545496511685e-06,-2.4507498243727047e-06,1.6974304607914044e-05,0.1,0.5,102.46763,16.7561501,134.910773,2645.75131,2828.42712,98.66183290000001,124.861337,0.0,7.599267774600381e-12,5.805348064249775e-11,0.0,2.2758983e-19,8.693517040000001e-12,5.0746322799999996e-11,311.9961077365378,244.87322799999998
124,0.0001,0.0,0.0,0.1,0.0,360.07880099017507,8000000.0,7000000.0,3.916e-05,2.738e-05,0.18600000000000005,5.121e-05,6.872e-07,0.0032450913300000003,-0.00474438818,0.000720673462,0.31134839,-0.950295838,0.950295838,0.31134839,0.160620836,-0.987016184,0.987016184,0.160620836,0.0,0.07129881520205071,0.007031260327376754,0.0,0.001939699697517839,0.002147956641044825,1.4988288368816553e-09,2.2634895324930948e-08,3.331386982415768e-08,-1.7962721196723086e-07,-8.744792345192223e-07,-9.707825298124227e-07,0.1,0.5,360.0788,185.76026000000002,373.992591,2645.75131,2828.42712,124.861947,862.845927,4.336808689942018e-19,9.27741718549182e-12,4.530854501249853e-11,0.0,4.04757994e-19,8.42937999e-12,4.9866797499999994e-11,2728.558405081724,244.874425
125,0.0001,0.0,0.0,0.1,0.0,145.37808365069236,8000000.0,7000000.0,0.0006383999999999999,0.00040990000000000004,0.00625,0.0008349000000000001,9.766000000000001e-06,0.0148086507,-0.023422700699999997,0.0077062555,0.619077356,-0.785330011,0.785330011,0.619077356,0.30614496399999996,-0.951984906,0.951984906,0.30614496399999996,0.0,0.00041473092511305564,0.5428204550714433,0.0,0.3703615721283637,0.03084269462793915,-2.907693654841967e-09,-1.4874509956975306e-08,-1.324151005883123e-08,-2.524510323978677e-09,-2.3101066012910314e-09,3.287755836418399e-09,0.1,0.5,145.37808,71.89209340000002,176.22876499999995,2645.75131,2828.42712,124.861947,389.739116,4.336808689942018e-19,7.962414719365019e-12,5.51444594688697e-11,0.0,8.26233818e-20,8.87224382e-12,4.9489521200000003e-11,1232.4633353505571,244.874425
126,0.0001,0.0,0.0,0.1,0.0,228.77288262191468,8000000.0,7000000.0,0.00022799999999999999,0.00030639999999999997,0.0369,0.0002982,7.404e-06,0.006923944259999999,-0.00917112605,0.00196517541,0.5394283129999999,-0.8420315290000001,0.8420315290000001,0.5394283129999999,0.34509531600000004,-0.938567644,0.938567644,0.34509531600000004,0.0,0.0003474718655920774,0.002324764589770477,0.0,0.012633345633742236,0.8421069448775574,-1.4928691320165531e-06,-1.1972725781641408e-06,1.7666968106741946e-06,2.9739556369559794e-09,-3.944411045801671e-10,-7.931740189240075e-09,0.1,0.5,228.77288,146.355776,255.00092999999998,2645.75131,2828.42712,124.861947,729.5618059999997,6.133173666733497e-19,9.725651532706752e-12,4.6957037067337647e-11,0.0,3.94581787e-19,8.95868882e-12,5.09770826e-11,2307.0770300673075,244.874425
127,0.0001,0.0,0.0,0.1,0.0,604.0980567584921,8000000.0,7000000.0,2.817e-06,6.703e-07,16.2,3.684e-06,1.56e-08,0.058855145899999996,0.031095171600000002,-0.00163110603,0.141954818,-0.989873138,0.989873138,0.141954818,0.00363195126,-0.999993404,0.999993404,0.00363195126,0.0,0.3506829164154872,0.002449373219910717,0.0,0.10165760218844552,0.022395979182386085,3.90605453977976e-08,2.1885231344273955e-07,2.304840354221529e-07,-1.4425411670868021e-07,-7.047108009506693e-07,-6.987687254593065e-07,0.1,0.5,604.0980599999998,15.4560073,610.274239,2645.75131,2828.42712,69.82804920000001,124.860573,8.673617379884034e-19,6.746974428992202e-12,6.374568880856325e-11,0.0,3.6479844399999995e-19,8.65265626e-12,4.9706114700000005e-11,220.81568014003133,244.87172999999999
128,0.0001,0.0,0.0,0.1,0.0,667.8002468927418,8000000.0,7000000.0,1.977e-06,4.709e-07,7.61,2.585e-06,1.103e-08,0.019420668999999998,0.011152549,-0.000475826069,0.128719294,-0.9916810690000001,0.9916810690000001,0.128719294,0.0044587231,-0.99999006,0.99999006,0.0044587231,0.0,0.06592136872461568,0.3411348668384283,0.0,0.0013026967902827408,0.0009188221188263072,-4.516147465103461e-09,-3.366908889682654e-08,-4.110615963633142e-08,-7.829689132594903e-07,5.186142939272428e-07,3.1487236800539856e-06,0.1,0.5,667.80025,23.1320132,673.395543,2645.75131,2828.42712,104.31627900000001,124.861475,4.336808689942018e-19,7.815114493428881e-12,5.70836873818647e-11,0.0,4.849541220000001e-19,8.829984390000003e-12,5.052282379999999e-11,329.8770374353025,244.873499
129,0.0001,0.0,0.0,0.1,0.0,360.8327421936981,8000000.0,7000000.0,3.371e-05,1.785e-05,0.265,4.409e-05,4.484e-07,0.0033509458,-0.00515948511,0.0007419633920000001,0.287440182,-0.957798591,0.957798591,0.287440182,0.1287073,-0.9916826259999999,0.9916826259999999,0.1287073,0.0,0.07961716182012997,0.01647319941081091,0.0,0.0002620506358231076,0.00025888062317494325,2.794892675216915e-09,3.551580588655307e-08,3.858927211477637e-08,-1.8722220502087902e-06,-1.0609358015127157e-05,-9.329579921706649e-06,0.1,0.5,360.83274,161.570339,373.597918,2645.75131,2828.42712,124.861947,748.126684,4.336808689942018e-19,9.518810902777787e-12,4.4483486471700695e-11,0.0,3.8793094399999997e-19,8.481948300000001e-12,4.99212986e-11,2365.7842677216026,244.874425
130,0.0001,0.0,0.0,0.1,0.0,280.96372365521887,8000000.0,7000000.0,4.915e-05,1.173e-05,2.89,6.428e-05,2.716e-07,0.10549581,0.0344406671,-0.000322974193,0.294808352,-0.9555564009999999,0.9555564009999999,0.294808352,0.010414830600000001,-0.999945764,0.999945764,0.010414830600000001,0.0,0.3068488082172195,0.2216352694300448,0.0,0.03577989580582413,0.022276801295415656,-1.4360856985628127e-07,-1.2114453626551766e-06,-1.3563893097408228e-06,9.669469532628904e-07,9.23102304666638e-06,1.0631594287531507e-05,0.1,0.5,280.96372,9.92573491,294.015593,2645.75131,2828.42712,46.4512911,124.85991000000001,8.450632400304165e-19,2.7719643914035674e-12,1.6332251345302512e-10,0.0,1.83983632e-19,8.93071378e-12,5.069252420000001e-11,146.89188023209925,244.87042999999997
131,0.0001,0.0,0.0,0.1,0.0,259.846516156336,8000000.0,7000000.0,2.197e-05,0.006615,0.008190000000000001,2.873e-05,0.0001526,0.00332641453,-0.00277451024,0.0012345487,0.9868147429999999,-0.161853831,0.161853831,0.9868147429999999,0.95947256,-0.281802071,0.281802071,0.95947256,0.0,0.00958688538870313,0.0005082649876646481,0.0,0.6129254010785004,0.004902062821805808,-7.009377778356385e-07,-3.228429753799759e-06,-3.206938061522868e-06,9.691945316237976e-09,4.5623645675904335e-08,4.590137598185321e-08,0.1,0.5,259.84652,252.646819,452.416153,2645.75131,2828.42712,124.861947,1967.2068600000002,9.833733497229258e-19,1.9321472671194718e-12,2.23895382347116e-10,0.0,3.1247462599999997e-19,8.52533161e-12,5.074308020000001e-11,6220.854335828589,244.874425
132,0.0001,0.0,0.0,0.1,0.0,365.8577707800638,8000000.0,7000000.0,8.025e-05,0.003669,0.0236,0.00010490000000000004,8.584e-05,0.0022941256,-0.00242140906,0.000622074333,0.869601849,-0.493753606,0.493753606,0.869601849,0.809074752,-0.587705748,0.587705748,0.809074752,0.0,0.3043068447769783,0.08341297140471587,0.0,0.013571244719275448,0.22238531481164006,-4.658497535059875e-10,-2.8647981248897686e-10,8.427993491059706e-10,-8.308478813676492e-10,-4.4651846760806415e-09,-4.973514758314026e-09,0.1,0.5,365.85777,340.3928870000001,435.47371,2645.75131,2828.42712,124.861947,1811.9455100000002,4.336808689942018e-19,9.873603617741349e-12,4.622861997206392e-11,0.0,3.6891741e-19,8.95449021e-12,5.09736435e-11,5729.874815725985,244.874425
133,0.0001,0.0,0.0,0.1,0.0,411.2040807124001,8000000.0,7000000.0,7.823e-07,0.007291,0.0179,1.023e-06,0.0001675,0.00101949144,-0.000702760545,0.000472589221,0.998862632,-0.0476806324,0.0476806324,0.998862632,0.993830542,-0.110909211,0.110909211,0.993830542,0.0,0.00036678552475821215,0.004055993633675007,0.0,0.008824578983660762,0.0350782650883384,7.973644511919626e-08,-1.6106021858454129e-07,-3.7398476564712633e-07,-1.2116755126562516e-08,-8.158040839626084e-10,2.4989791759372227e-08,0.1,0.5,411.20408,409.13250800000003,956.495709,2645.75131,2828.42712,124.861947,4256.0291799999995,6.133173666733497e-19,7.129832403071951e-12,6.065639196657478e-11,0.0,3.9100469200000003e-19,8.504116969999999e-12,5.08541926e-11,13458.74617986585,244.874425
134,0.0001,0.0,0.0,0.1,0.0,642.2794893175728,8000000.0,7000000.0,1.237e-06,0.007186,0.0429,1.618e-06,0.0001653,0.000596204217,-0.000522431557,0.00019278996,0.9955818679999999,-0.09389752330000001,0.09389752330000001,0.9955818679999999,0.989233158,-0.146348075,0.146348075,0.989233158,0.0,0.008210590353206816,0.001085357824551881,0.0,0.0005106967799650303,0.00456188833667653,-6.1462015642487285e-09,2.224244901619861e-10,1.4396717699533218e-08,-1.8134851072078747e-08,-9.34669899476229e-08,-8.515258731744647e-08,0.1,0.5,642.27949,638.183749,1001.0526699999999,2645.75131,2828.42712,124.861947,4448.29535,4.336808689942018e-19,9.31228329654012e-12,4.6442655054190545e-11,0.0,3.81453836e-19,8.58533138e-12,5.0375127399999997e-11,14066.745153192795,244.874425
135,0.0001,0.0,0.0,0.1,0.0,330.0007970299016,8000000.0,7000000.0,0.0001312,0.0009952,0.0387,0.0001716,2.375e-05,0.00309744223,-0.00358013396,0.000791982471,0.658113217,-0.7529189820000001,0.7529189820000001,0.658113217,0.550560001,-0.834795595,0.834795595,0.550560001,0.0,0.7439841457804255,0.0011943036833538675,0.0,0.00013514204236529634,0.00988810697281043,-2.7518596017918707e-10,-2.228313328875781e-10,3.6589749316305495e-10,-2.8079211024880935e-08,-1.4286543614121346e-07,-1.2888989636097413e-07,0.1,0.5,330.0008,276.069886,365.886929,2645.75131,2828.42712,124.861947,1368.88176,4.336808689942018e-19,9.936943362561855e-12,4.589380451771128e-11,0.0,1.8077269299999999e-19,9.01547449e-12,5.0584588700000004e-11,4328.78415995486,244.874425
136,0.0001,0.0,0.0,0.1,0.0,862.2367320082318,8000000.0,7000000.0,9.384e-07,3.178e-07,3.38,1.227e-06,8.701999999999999e-09,0.000666821741,-0.00112890009,0.00011263874,0.11018483800000001,-0.993911113,0.993911113,0.11018483800000001,0.0338309358,-0.99942757,0.99942757,0.0338309358,0.0,0.00015445958635852363,0.25643225345502896,0.0,0.00034108771073468726,0.0009811041244461765,7.407430314908002e-10,-2.404456854081571e-09,-5.3557619717099635e-09,-3.608491234524671e-07,-3.2639289543662433e-07,4.221835418111176e-07,0.1,0.5,862.2367300000003,264.73946800000004,867.0223609999997,2645.75131,2828.42712,124.861947,1190.5221199999999,0.0,8.205948901077531e-12,5.547706743633022e-11,0.0,4.52541745e-19,8.98509076e-12,5.06663812e-11,3764.761534016345,244.874425
137,0.0001,0.0,0.0,0.1,0.0,883.2548265211855,8000000.0,7000000.0,3.3789999999999998e-06,9.929e-06,1.2,4.4189999999999995e-06,2.63e-07,0.000491341135,-0.000619716683,0.00010271112499999999,0.217656937,-0.976025337,0.976025337,0.217656937,0.16294603900000001,-0.986634982,0.986634982,0.16294603900000001,0.0,0.0008930493686727512,0.0004555390123457424,0.0,0.0002500800064353648,0.0007461961541203223,-4.125192386056831e-08,1.4242230873743309e-07,2.959305507050449e-07,-9.291098953793902e-08,-6.768008922803679e-07,-6.858419095131821e-07,0.1,0.5,883.2548300000003,661.237259,892.8560359999999,2645.75131,2828.42712,124.861947,2989.28782,4.336808689942018e-19,1.0078874317559058e-11,4.5200993905421094e-11,0.0,3.29619881e-19,8.992810069999997e-12,5.06599518e-11,9452.958113627692,244.874425
138,0.0001,0.0,0.0,0.1,0.0,271.8414885581732,8000000.0,7000000.0,7.073e-05,2.095e-05,0.0639,9.25e-05,5.054e-07,0.005843634789999999,-0.011368884,0.00201568013,0.319835716,-0.947473015,0.947473015,0.319835716,0.0760523142,-0.997103829,0.997103829,0.0760523142,0.0,0.0024927908698071767,0.00014563907533401098,0.0,0.452773853537943,0.19744640157008367,1.0429400404074476e-06,6.306802035143043e-06,7.0439878945861774e-06,-6.87650955799256e-09,-3.287073914361803e-08,-3.294425289130543e-08,0.1,0.5,271.84148999999996,64.63998050000001,286.0811720000001,2645.75131,2828.42712,124.861947,304.2213910000001,0.0,8.433310039332299e-12,5.2412059106125647e-11,0.0,2.2976956e-19,8.73387025e-12,5.0608444e-11,962.0325100766272,244.874425
139,0.0001,0.0,0.0,0.1,0.0,264.51193282753604,8000000.0,7000000.0,3.728e-05,0.006215999999999999,0.00893,4.876e-05,0.0001437,0.00350113287,-0.00311699912,0.00120071546,0.976180633,-0.21695937899999998,0.21695937899999998,0.976180633,0.940004315,-0.341162554,0.341162554,0.940004315,0.0,0.0003558395151330145,0.015586980095280848,0.0,0.17207672260696147,0.06078121230519368,-1.608177306638511e-08,-9.905607005828848e-08,-9.098603833864024e-08,-9.53906060883294e-10,-6.869534765748523e-10,1.456082623443395e-09,0.1,0.5,264.51193,254.70937200000003,415.937611,2645.75131,2828.42712,124.861947,1791.19493,6.133173666733497e-19,7.70273296279658e-12,5.6215651633164215e-11,0.0,4.15424328e-19,8.49651919e-12,5.09637112e-11,5664.255719564325,244.874425
140,0.0001,0.0,0.0,0.1,0.0,348.8035006165388,8000000.0,7000000.0,1.01e-05,0.006815000000000001,0.0142,1.321e-05,0.0001571,0.0019470370000000002,-0.00167358684,0.000669568343,0.98916405,-0.14681445,0.14681445,0.98916405,0.97077274,-0.24000059899999998,0.24000059899999998,0.97077274,0.0,0.02202667530280185,0.0003817427299993759,0.0,0.0639519349054967,0.923779729840134,-5.374322237561536e-09,-2.4003341431996847e-09,1.0028785516795884e-08,-1.8898195825735482e-10,-9.644790452184976e-10,-8.996642414671572e-10,0.1,0.5,348.8035,342.318273,570.196252,2645.75131,2828.42712,124.861947,2502.5836600000002,4.336808689942018e-19,9.794151552651256e-12,4.611589050466615e-11,0.0,1.77219112e-19,8.937618180000002e-12,5.05354102e-11,7913.864394820934,244.874425
141,0.0001,0.0,0.0,0.1,0.0,133.53960692689586,8000000.0,7000000.0,0.00062,0.0001563,0.0832,0.0008107999999999999,3.638e-06,0.0542540392,-0.017744488,0.0102563612,0.54983431,-0.835273747,0.835273747,0.54983431,0.0676149991,-0.997711487,0.997711487,0.0676149991,0.0,0.3840573226964755,0.0001484190870430205,0.0,0.0007736292692349814,0.9351993401567008,-1.3026104970554328e-08,-1.1408198987336068e-08,1.490045582224319e-08,-6.904046962085803e-09,-3.3376149349725695e-08,-3.192344016882674e-08,0.1,0.5,133.53961,16.421820999999998,159.509386,2645.75131,2828.42712,87.7227934,124.86105800000001,6.133173666733497e-19,1.0060044022718247e-11,4.4847570343680773e-11,0.0,1.8809103500000001e-19,9.00942709e-12,5.00773808e-11,277.4038298567867,244.872681
142,0.0001,0.0,0.0,0.1,0.0,378.2353041238565,8000000.0,7000000.0,1.872e-05,4.6010000000000005e-06,0.0853,2.449e-05,1.0900000000000001e-07,0.00316684062,-0.0071302557900000015,0.0011464742900000001,0.225116077,-0.974331952,0.974331952,0.225116077,0.0217236536,-0.999764014,0.999764014,0.0217236536,0.0,0.001369959500028519,0.02231461319880864,0.0,0.008740752421497966,0.00014921641574487494,-8.631543154884457e-08,-4.3600945012413396e-07,-3.758679400805269e-07,-1.1862827099899313e-07,-4.544258808917927e-08,2.0861308293988358e-07,0.1,0.5,378.2353,36.4996262,388.108017,2645.75131,2828.42712,124.861947,167.491962,4.336808689942018e-19,7.807847864865853e-12,5.589763562883881e-11,0.0,1.3124269199999998e-19,8.646531110000001e-12,5.04757583e-11,529.6560941470926,244.874425
143,0.0001,0.0,0.0,0.1,0.0,110.93758725952915,8000000.0,7000000.0,0.0009339000000000001,0.0002286,0.187,0.001221,5.292e-06,0.112789233,-0.0113272505,0.0103288214,0.618145691,-0.78606355,0.78606355,0.618145691,0.0539411366,-0.998544117,0.998544117,0.0539411366,0.0,0.31509289109837035,0.008694983379089298,0.0,0.2340182025211441,0.00043986872045112215,-1.6534261114212402e-06,-8.270767731440123e-06,-6.951672352506267e-06,1.959334242484256e-06,9.935596735556546e-06,8.415103680445275e-06,0.1,0.5,110.93758999999999,9.68072703,140.925092,2645.75131,2828.42712,54.99618589999999,124.860153,1.2932903353561e-18,9.886630995605063e-13,4.3373231345731047e-10,0.0,1.38529196e-19,8.648785749999999e-12,4.95814644e-11,173.91321463367925,244.87090600000002
144,0.0001,0.0,0.0,0.1,0.0,422.0609121892591,8000000.0,7000000.0,1.144e-05,2.73e-06,3.75,1.496e-05,6.359e-08,0.0526775728,0.024921789399999998,-0.000967599995,0.201235357,-0.979542919,0.979542919,0.201235357,0.00785240827,-0.9999691690000001,0.9999691690000001,0.00785240827,0.0,0.9002939725556309,0.06299839140739599,0.0,0.013167404244850956,0.18900488691804865,-2.718310314620528e-09,-1.2171111676166064e-09,4.927098473023151e-09,-1.9321602746301987e-08,-9.188495490947672e-08,-9.157701580577033e-08,0.1,0.5,422.06091,16.4692459,430.86207800000005,2645.75131,2828.42712,75.1885747,124.860721,4.336808689942018e-19,9.921377504672706e-12,4.6057388609667155e-11,0.0,1.21988372e-19,8.9620031e-12,5.0987790500000004e-11,237.7671456696224,244.872021
145,0.0001,0.0,0.0,0.1,0.0,709.2446748877112,8000000.0,7000000.0,1.695e-06,4.227000000000001e-07,7.57,2.2169999999999997e-06,1.0409999999999999e-08,0.00104246602,-0.0020590218899999998,0.000191404798,0.12290512099999999,-0.992418425,0.992418425,0.12290512099999999,0.0147177846,-0.999891688,0.999891688,0.0147177846,0.0,0.00020620585069072448,0.04244467687986194,0.0,0.0057074584681553,0.006207079220926337,-4.648084152839406e-09,-5.97999889121624e-08,-8.152047912316991e-08,-6.475326716779131e-08,-5.902653413142098e-08,7.807502645208534e-08,0.1,0.5,709.24467,84.93145109999998,714.585533,2645.75131,2828.42712,124.861947,382.685213,4.336808689942018e-19,7.968497939501278e-12,5.5277028830657646e-11,0.0,4.33911852e-19,8.75616844e-12,5.0304524600000004e-11,1210.1569000845573,244.874425
