,MDF,MS12,MS22,LamS1H,LamS2H,LamSPH,LamS,LamSP,vS,YRD,YRC,YRA11,YRA12,YRA13,YRA21,YRA22,YRA23,YRB11,YRB12,YRB13,YRB21,YRB22,YRB23,mh1,mh2,mv3,mv2,mv1,mS1,mS2,mCha,mChi1,mChi2,XV11,XV12,XV21,XV22,XU11,XU12,XU21,XU22,vevSM,Omega,PSI,PSD,NSI,NSD,T,S,U,mueg
10,1540.6603397223441,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,27.97483521588321,1.0,0.1,0.0,0.041585329043546115,0.3088608334048236,0.0,0.5485273904515446,0.3738887757907474,-1.902675439964997e-08,-1.5583404854895962e-07,-1.92512507530985e-07,-1.1310224937926918e-08,5.398047446420383e-10,2.6384129210609824e-08,8.84641958,124.859109,4.96640994e-11,8.87932752e-12,2.28891699e-19,2645.75131,2828.42712,1540.6603,1.96574424,1550.3595,0.00014249740900000002,-0.99999999,0.99999999,0.00014249740900000002,0.111682943,-0.993743891,0.993743891,0.111682943,244.86886,3320.0,3.0420000000000005e-09,7.283e-07,1.324e-07,5.569e-07,0.054698031,0.24527187,0.00311084049,0.0
11,406.39366551733553,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,838.0412059172127,1.0,0.1,0.0,0.01571602005324768,0.004403152848984787,0.0,0.0017617457963885023,0.017082932459815604,-2.3245001983020134e-08,-4.715987091755627e-09,4.73783976599644e-08,-2.5864845889784405e-08,-1.4491962713392957e-07,-1.638145725019242e-07,124.861947,265.0119,4.9796061e-11,8.56238288e-12,4.511941629999999e-19,2645.75131,2828.42712,406.39367,54.43999670000001,442.363436,0.0533170812,-0.998577633,0.998577633,0.0533170812,0.398011125,-0.917380589,0.917380589,0.398011125,244.874425,0.008329999999999999,1.115e-06,0.0002391,4.641e-05,0.0001828,-0.08495597490000001,0.008012104,0.00471965799,0.0
12,105.2630361503317,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,16.026274519864117,1.0,0.1,0.0,0.0014503107571559475,0.29927248317268473,0.0,0.024984422282536608,0.022351992757937655,6.977264839190637e-08,8.189069165839504e-07,8.852577457744486e-07,1.3422164574918986e-06,9.50079303703813e-07,-1.5476378447956768e-06,5.06795314,124.859083,3.0805239299999996e-11,5.42327352e-12,1.4555904e-19,2645.75131,2828.42712,105.26304,0.588674881,202.63665,0.00477868818,-0.999988582,0.999988582,0.00477868818,0.8544941559999999,-0.519461007,0.519461007,0.8544941559999999,244.868808,30.7,3.376000000000001e-06,0.0008091000000000001,0.0001471,0.0006187,-0.34742933,0.340200215,0.0507936776,0.0
13,606.0016469083233,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,62.57028257207881,1.0,0.1,0.0,0.00026614452574210865,0.002545234324999422,0.0,0.1652029707983044,0.05827486261625332,-1.9100252054519694e-06,-1.2846819412885033e-05,-1.2040144107296225e-05,-2.188633049203784e-08,8.237102948586763e-11,4.5274213685496377e-08,19.7864608,124.85926,5.0305803799999993e-11,8.76209973e-12,3.9927464e-19,2645.75131,2828.42712,606.00165,4.25413643,630.253861,0.00192868708,-0.99999814,0.99999814,0.00192868708,0.274741436,-0.961518145,0.961518145,0.274741436,244.869155,24.7,1.6359999999999998e-07,3.908e-05,7.102000000000003e-06,2.988e-05,0.013881308,0.189208347,0.00086777475,0.0
14,707.9210866188694,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,765.5517961105521,1.0,0.1,0.0,0.010871897356801986,0.0016142713663766367,0.0,0.002263842295515975,0.15684127108369747,-2.9827439192967616e-08,-2.2160661109558987e-08,4.041373106736603e-08,-2.5950544278865318e-09,-1.4399203927524856e-08,-1.2614603578406644e-08,124.861947,242.088735,5.0140821600000003e-11,8.97504329e-12,2.35400751e-19,2645.75131,2828.42712,707.92109,52.5744101,728.9034849999997,0.017737058,-0.999842686,0.999842686,0.017737058,0.238831732,-0.971060968,0.971060968,0.238831732,244.874425,0.0413,1.408e-07,3.175e-05,5.865e-06,2.428e-05,-0.032927677200000005,0.003524187470000001,0.000928144897,0.0
15,387.42224141333435,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,17.359891423192252,1.0,0.1,0.0,0.06364215373532726,0.29623093768228864,0.0,0.0804398998753668,0.0001191276927272066,-9.355939636707773e-08,-4.74661289680692e-07,-4.506227134253684e-07,-1.315228356317796e-07,1.3956164988877644e-07,5.741822934699838e-07,5.48967955,124.859085,4.9530297499999996e-11,8.50687168e-12,4.44210886e-19,2645.75131,2828.42712,387.42224,1.12069618,424.354345,0.00118031111,-0.999999303,0.999999303,0.00118031111,0.408030995,-0.912968076,0.912968076,0.408030995,244.868812,125.0,3.501e-07,8.388e-05,1.525e-05,6.414e-05,-0.037292829,0.27688987,0.01094159,0.0
16,746.3167414587198,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,18243.56295473067,1.0,0.1,0.0,0.005183562702314059,0.05543574404570166,0.0,0.0012465314415198911,0.0019193265653406008,3.8128662019908525e-14,-3.070705508860892e-09,-4.5311633559934076e-09,-1.883288779379512e-08,-3.828427157393954e-09,3.791880470065695e-08,124.861947,5769.12117,5.08353474e-11,8.65771544e-12,2.87666459e-19,2645.75131,2828.42712,746.31674,736.537817,1307.14208,0.980741917,-0.195308197,0.195308197,0.980741917,0.993763109,-0.111511808,0.111511808,0.993763109,244.874425,0.0581,0.0001626,6.739e-06,0.007037000000000002,5.153e-06,-0.00527986488,0.0016046392000000002,0.000150773933,0.0
17,1263.2124761894493,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,22.25998351070274,1.0,0.1,0.0,0.006638500481680064,0.3523071962458845,0.0,0.02838494087251392,0.0003909912533423668,-3.989362244342582e-08,-1.8467522047766237e-07,-1.7866900258314452e-07,-2.8757730059125556e-07,-2.2303856969616104e-07,3.780359300530085e-07,7.03922501,124.859095,4.991655529999999e-11,8.76888972e-12,4.39949623e-19,2645.75131,2828.42712,1263.2125,1.55943724,1275.02401,0.00016764564900000002,-0.999999986,0.999999986,0.00016764564900000002,0.135800323,-0.990736227,0.990736227,0.135800323,244.868831,3020.0,5.655e-09,1.354e-06,2.462e-07,1.036e-06,0.051367899800000005,0.258167774,0.0042387678,0.0
18,184.7774822670097,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,3224.7175733813538,1.0,0.1,0.0,0.0022355106553759176,0.5741341223423264,0.0,0.0007134975643498143,0.4246709466519297,6.252456488900285e-08,4.623423845565542e-08,-6.846150348997012e-08,-7.586021219730532e-08,-5.5090777712043753e-08,8.439091580698303e-08,124.861947,1019.74524,1.8264516e-11,3.0324541199999998e-12,1.7389482699999999e-19,2645.75131,2828.42712,184.77748,134.586585,313.057388,0.6512155279999999,-0.7588928359999999,0.7588928359999999,0.6512155279999999,0.894071015,-0.44792524,0.44792524,0.894071015,244.874425,0.00517,6.486e-05,0.0014199999999999998,0.00273,0.001086,-0.109680074,0.0262333678,0.00677035196,0.0
19,584.3121470935017,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,179.16426557462867,1.0,0.1,0.0,0.6972373846505154,0.00323734874742368,0.0,0.02359271625655756,0.00026788000272641503,4.822506886898573e-07,2.347490462259881e-06,2.2952422436084467e-06,-1.3001796557001704e-05,-6.308048675838498e-05,-6.155355154737529e-05,56.6567169,124.8602,5.06702978e-11,8.79106654e-12,3.2902175699999996e-19,2645.75131,2828.42712,584.31215,12.1465199,609.437899,0.00590853721,-0.999982544,0.999982544,0.00590853721,0.284232036,-0.958755521,0.958755521,0.284232036,244.870998,2.12,2.423e-07,5.743e-05,1.044e-05,4.392e-05,-0.00677412083,0.08370598650000001,-0.000500853376,0.0
20,785.0952839179092,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,116.71232628788164,1.0,0.1,0.0,0.007548643099181466,0.3809869491344885,0.0,0.5788979996782929,0.00013629753382634648,-8.249839273683935e-09,-4.195605961152361e-08,-3.44585477777055e-08,-3.212639000333137e-09,-2.1549464520111143e-09,4.434664222273139e-09,36.9076794,124.85965,5.0835738e-11,9.01552515e-12,2.40559578e-19,2645.75131,2828.42712,785.09528,8.05911606,803.964176,0.00221102418,-0.999997556,0.999997556,0.00221102418,0.215391444,-0.976527791,0.976527791,0.215391444,244.86992,14.6,7.411e-08,1.764e-05,3.2060000000000007e-06,1.349e-05,0.0242562548,0.126907598,-0.00169389457,0.0
21,615.0658547675315,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,7024.947174492209,1.0,0.1,0.0,0.0008331995752892141,0.10741128585472612,0.0,0.0001203521663375289,0.014167292876746843,5.586287418360168e-07,5.68177847040477e-07,-7.138985519951144e-07,-3.885702926440694e-06,-3.96861022415802e-06,4.937342944616288e-06,124.861947,2221.48336,4.9608147e-11,8.70000399e-12,1.24785492e-19,2645.75131,2828.42712,615.06585,457.742941,667.464274,0.397150746,-0.91775339,0.91775339,0.397150746,0.53364856,-0.845706341,0.845706341,0.53364856,244.874425,0.0512,9.094e-06,0.0001643,0.0003573,0.0001256,-0.0187446465,0.00379138136,0.000307381869,0.0
22,123.92872958097378,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,4191.865037777769,1.0,0.1,0.0,0.041033619177793926,0.007311779687996406,0.0,0.007066163927461375,0.15387842369836702,-5.444154460590335e-09,-2.708802852605008e-09,8.789778771833584e-09,-1.833331222686816e-09,-1.0798583987672368e-08,-9.566040070719513e-09,124.861947,1325.5841,4.96235176e-11,8.48905511e-12,3.35764439e-19,2645.75131,2828.42712,123.92873,105.10266,349.502738,0.8314704740000001,-0.555568944,0.555568944,0.8314704740000001,0.980404113,-0.196996893,0.196996893,0.980404113,244.874425,0.00195,0.0001158,0.0007312,0.004976,0.0005591,-0.0963773602,0.034438322,0.0102047338,0.0
23,353.10747601660455,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,20618.063486849434,1.0,0.1,0.0,0.0004773280045381152,0.2648098590899069,0.0,0.00020589101090598324,0.0003321304289787372,1.4208788896365653e-11,-8.437393653093772e-10,-1.459482129524783e-09,-1.9475199265307886e-07,-1.7783353203384333e-07,2.1036521098614708e-07,124.861947,6520.004,4.97873488e-11,8.68752522e-12,2.74465048e-19,2645.75131,2828.42712,353.10748,350.493636,1468.78979,0.99214886,-0.125062545,0.125062545,0.99214886,0.999547918,-0.0300659225,0.0300659225,0.999547918,244.874425,0.0134,0.0001671,2.2080000000000003e-06,0.00727,1.6880000000000004e-06,-0.00564366078,0.00292180062,0.0006555897470000001,0.0
24,758.0462955152907,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,18902.463116748724,1.0,0.1,0.0,0.5404126059796576,0.04336635175908282,0.0,0.0900610549223899,0.000863952120827863,-9.442605951817143e-10,-4.587154219730448e-09,-4.298388628454676e-09,5.041252227345758e-09,2.5366389691199894e-08,2.428116567806232e-08,124.861947,5977.48365,5.03836796e-11,8.81907737e-12,5.69999716e-20,2645.75131,2828.42712,758.0463,748.9410320000003,1352.8558,0.982633792,-0.185555468,0.185555468,0.982633792,0.994580185,-0.103972379,0.103972379,0.994580185,244.874425,0.0605,0.0001635,5.689e-06,0.007077,4.35e-06,-0.00497648924,0.00153042427,0.000145454398,0.0
25,394.8148111964288,8000000.0,7000000.0,0.0,0.0,0.0,0.0001,0.1,2432.691006215707,1.0,0.1,0.0,0.5025067278334687,0.02030037803298674,0.0,0.4564561874658358,0.2063824921944664,7.515471970797321e-10,4.738673365269024e-09,5.656339445121532e-09,-1.023109932832242e-09,-5.0250570582955134e-09,-5.30615654148123e-09,124.861947,769.28444,5.036786500000001e-11,8.72307758e-12,2.6787003700000004e-19,2645.75131,2828.42712,394.81481,155.258996,437.430049,0.181093008,-0.983465974,0.983465974,0.181093008,0.460509238,-0.887654912,0.887654912,0.460509238,244.874425,0.0403,2.744e-06,0.00032460000000000003,0.0001087,0.0002482,-0.0658901378,0.00996853902,0.00192230109,0.0
