,MDF,MS12,MS22,LamS1H,LamS2H,LamSPH,LamS,LamSP,vS,YRD,YRC,YRA11,YRA12,YRA13,YRA21,YRA22,YRA23,YRB11,YRB12,YRB13,YRB21,YRB22,YRB23,mh1,mh2,mv3,mv2,mv1,mS1,mS2,mCha,mChi1,mChi2,XV11,XV12,XV21,XV22,XU11,XU12,XU21,XU22
22,217.17946558957968,12669934.792434817,12669934.792434817,0.002374533234734429,0.002374533234734429,0.08126659272157022,1.299482813992981e-06,0.06937926224467926,559.1138406790232,0.0008619459845250247,0.038192358258281524,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,84.2782136,173.712337,1.34525025e-10,7.94031724e-14,0.0,3559.49522,3559.49522,217.17947,15.0994669,217.179522,4.80101886e-05,-0.999999999,0.999999999,4.80101886e-05,0.000690542745,-0.999999762,0.999999762,0.000690542745
23,397.6737313381293,12396463.168828651,12396463.168828651,0.0012663273882336915,0.0012663273882336915,0.011123873506644913,2.379459944979439e-06,0.022965280785829226,631.2134748205109,0.00011699743759928005,0.013393189921826287,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,93.3797768,126.572527,1.06911572e-11,6.31043776e-15,1.08946926e-19,3520.86651,3520.86651,397.67373,5.9778538,397.673731,7.65934855e-07,-1.0,1.0,7.65934855e-07,5.09534326e-05,-0.999999999,0.999999999,5.09534326e-05
24,360.3730339090693,36731599.43505079,36731599.43505079,0.00010015237143651325,0.00010015237143651325,0.027935483223316616,2.9730453067397308e-05,0.01850048600363546,659.9629398338272,0.0006794249122365443,0.03208481704574401,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,77.1028419,133.053641,6.08891142e-11,3.59396984e-14,4.67106396e-19,6060.6602,6060.6602,360.37303,14.9728369,360.373049,1.35867528e-05,-1.0,1.0,1.35867528e-05,0.000327012128,-0.999999947,0.999999947,0.000327012128
25,248.11583838127345,31421929.76720143,31421929.76720143,0.0215687387968429,0.0215687387968429,0.0001166674487529201,1.3899654549154124e-05,0.025014578933555482,779.108025548605,0.007127855762401201,0.011147064758898049,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,123.218778,124.866778,2.32829863e-10,1.3742744e-13,1.45815702e-18,5605.58442,5605.58442,248.11584,6.14098222,248.118912,0.000123190385,-0.999999992,0.999999992,0.000123190385,0.00497729596,-0.999987613,0.999987613,0.00497729596
26,350.26544369568205,2324941.3434811905,2324941.3434811905,0.024071821696605503,0.024071821696605503,0.0015236781507743326,3.531140543641066e-06,0.016332078338252825,555.5872986033708,0.0002118706180954288,0.025674050675316716,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,70.9737204,124.876909,1.07665746e-10,6.35495274e-14,8.04032837e-19,1525.01246,1525.01246,350.26544,10.086296,350.265442,3.01850503e-06,-1.0,1.0,3.01850503e-06,0.000104823217,-0.999999995,0.999999995,0.000104823217
27,329.83588730621676,55999229.91124043,55999229.91124043,0.001200179059905517,0.001200179059905517,0.00012818005635731867,1.342832885800547e-05,0.07123184259733499,901.2090272350259,0.00019034171965841125,0.04193742981279956,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,124.861871,240.52637,2.01175223e-11,1.18743341e-14,0.0,7483.26573,7483.26573,329.83589,26.7246698,329.835892,8.14965924e-06,-1.0,1.0,8.14965924e-06,0.000100583099,-0.999999995,0.999999995,0.000100583099
28,274.3475947559406,23796925.31956171,23796925.31956171,0.0018095679536872398,0.0018095679536872398,0.061840938705211325,4.1969351362069665e-05,0.05356107963109424,509.9357653222082,0.001242194724470185,0.015796643089193513,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,83.6202646,150.085429,5.0796373e-11,2.99824747e-14,0.0,4878.21476,4878.21476,274.34759,5.69593663,274.347674,1.62841312e-05,-1.0,1.0,1.62841312e-05,0.00078433319,-0.999999692,0.999999692,0.00078433319
29,348.64097035955024,54429082.82933922,54429082.82933922,0.0016400037382935072,0.0016400037382935072,0.0006506974775676135,1.0412390709395585e-06,0.020319186338906246,819.9720517952254,0.007302411315090949,0.012201781852784383,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,116.845536,124.897043,2.18341e-10,1.28875412e-13,7.10334829e-19,7377.61019,7377.61019,348.64097,7.07464179,348.643264,7.36237139e-05,-0.999999997,0.999999997,7.36237139e-05,0.00362820391,-0.999993418,0.999993418,0.00362820391
30,477.63609021185533,21335848.057079226,21335848.057079226,0.015078073494506504,0.015078073494506504,0.009680684580217582,4.938195039635622e-06,0.07771122815849899,737.8438023762667,0.0002547839983988189,0.023419717116002645,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,124.404497,205.963744,3.44603048e-11,2.03401376e-14,3.68122378e-19,4619.1233,4619.1233,477.63609,12.2188709,477.636092,2.36440389e-06,-1.0,1.0,2.36440389e-06,9.24246306e-05,-0.999999996,0.999999996,9.24246306e-05
31,248.1912020759768,68185557.6717107,68185557.6717107,0.008054421171583755,0.008054421171583755,0.0015851481150027842,2.400303792182773e-05,0.067429330587553,737.2513758051042,0.00010198538474824739,0.053489929315636495,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,124.846377,191.453387,7.77390505e-12,4.58853453e-15,0.0,8257.46931,8257.46931,248.1912,27.8851263,248.191201,8.09623912e-06,-1.0,1.0,8.09623912e-06,7.20604698e-05,-0.999999997,0.999999997,7.20604698e-05
32,272.26046313851396,50457864.57956278,50457864.57956278,0.008852640718727486,0.008852640718727486,0.005791688998170406,2.678901144686274e-06,0.01669823088845614,569.9592333385169,0.000763194002131049,0.011169632179079887,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,73.2161598,125.116183,1.30626927e-11,7.71023263e-15,1.44607423e-19,7103.38866,7103.38866,272.26046,4.50160731,272.260492,8.02742169e-06,-1.0,1.0,8.02742169e-06,0.00048550426,-0.999999882,0.999999882,0.00048550426
33,365.4417099854794,45657798.66852225,45657798.66852225,0.00040884153818717957,0.00040884153818717957,0.0006317414544055683,1.15341426461079e-06,0.031779993110850786,706.0633798265303,0.006042510893368206,0.03384239063173926,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,124.698956,126.030996,5.1480487e-10,3.03862719e-13,5.96296601e-18,6757.0564,6757.0564,365.44171,16.8961573,365.443211,0.000132655469,-0.999999991,0.999999991,0.000132655469,0.00286916371,-0.999995884,0.999995884,0.00286916371
34,235.03114533643395,1568723.0119039123,1568723.0119039123,0.017277247317047273,0.017277247317047273,0.042927754376635735,8.409572839157091e-06,0.024625096818130226,748.2059804418966,0.00026412850632544086,0.051703642075945876,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,82.2874826,150.347755,3.98321439e-10,2.35108567e-13,0.0,1252.6935,1252.6935,235.03115,27.354407,235.031155,2.29582947e-05,-1.0,1.0,2.29582947e-05,0.000197259418,-0.999999981,0.999999981,0.000197259418
35,272.11691934880065,48557711.434419096,48557711.434419096,0.05166706111699498,0.05166706111699498,0.02068665336018179,3.898112487878741e-06,0.020950815716489067,922.2466320997647,0.0002534157398035393,0.09397984555747965,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,109.096719,146.655396,5.95108238e-11,3.51261648e-14,0.0,6968.44746,6968.44746,272.11692,61.2867797,272.116924,3.82581932e-05,-0.999999999,0.999999999,3.82581932e-05,0.000169868637,-0.999999986,0.999999986,0.000169868637
36,280.6288983534636,18272773.34830933,18272773.34830933,0.0030143017110351934,0.0030143017110351934,0.019934770756952203,6.615844520339747e-06,0.041069894502472316,986.2296283237653,0.0010554423338005746,0.027018907900163914,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,121.133852,202.147626,1.79477559e-10,1.05936331e-13,2.2199521e-18,4274.67699,4274.67699,280.6289,18.8421626,280.62896,4.39228784e-05,-0.999999999,0.999999999,4.39228784e-05,0.000654172734,-0.999999786,0.999999786,0.000654172734
37,470.4991857365868,19323412.34423212,19323412.34423212,0.027038642417403686,0.027038642417403686,0.04050476991324588,5.8265824283365785e-05,0.025927947934584052,511.70553728316315,0.0009529143520624767,0.09077517304590195,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,66.8742187,133.817118,3.69629862e-10,2.18173411e-13,0.0,4395.93251,4395.93251,470.49919,32.8452203,470.499219,2.46010283e-05,-1.0,1.0,2.46010283e-05,0.000352403295,-0.999999938,0.999999938,0.000352403295
38,291.0790330105967,35167208.463633925,35167208.463633925,0.0011791242632158882,0.0011791242632158882,0.0004921508389842138,7.450804307245249e-05,0.04247515830416403,603.2032207321838,0.0003478629998528801,0.02692091659933137,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,124.19009,124.98834,2.15220472e-11,1.27033526e-14,1.95952442e-19,5930.19758,5930.19758,291.07903,11.4825539,291.079036,8.17578805e-06,-1.0,1.0,8.17578805e-06,0.000207253584,-0.999999979,0.999999979,0.000207253584
39,344.55667459536664,4531679.970801049,4531679.970801049,0.06607859583190892,0.06607859583190892,0.061335100919802925,4.199861959262523e-06,0.06916031196357067,566.085031282596,0.0002886728147123924,0.02476667230538145,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,98.7993103,167.30699,8.76470965e-11,5.1733553e-14,0.0,2129.23957,2129.23957,344.55667,9.91366685,344.556674,4.17738851e-06,-1.0,1.0,4.17738851e-06,0.000145188163,-0.999999989,0.999999989,0.000145188163
40,317.02880887357776,42438643.73673693,42438643.73673693,0.0005679869811163082,0.0005679869811163082,0.00014710462154111294,9.506939303013017e-06,0.010631479604592577,853.6839898075759,0.00010135698699237476,0.016724114297101092,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,88.021876,124.861548,4.99247094e-12,2.94679767e-15,0.0,6514.49622,6514.49622,317.02881,10.0954401,317.02881,1.76460489e-06,-1.0,1.0,1.76460489e-06,5.54141852e-05,-0.999999998,0.999999998,5.54141852e-05
41,214.75774723825108,88466212.48582274,88466212.48582274,0.0001692179975822697,0.0001692179975822697,0.003951562404064987,1.3901273661047361e-05,0.0660610388076949,573.899346251318,0.0057814478034576965,0.014090981051623533,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,124.66315,147.673621,6.54494084e-11,3.86314045e-14,0.0,9405.64815,9405.64815,214.75775,5.71817237,214.760085,0.00012420179,-0.999999992,0.999999992,0.00012420179,0.00466465425,-0.99998912,0.99998912,0.00466465425
42,327.97835946549645,1523663.3975209203,1523663.3975209203,0.012382003456658039,0.012382003456658039,0.055047304172074166,1.6471024466941123e-05,0.024901967569653728,702.010698449071,0.007769635212230744,0.05844685404782982,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,65.7575888,153.421762,1.47380362e-08,8.69910137e-12,1.80211198e-16,1234.51797,1234.51797,327.97836,29.0125693,327.981141,0.000365702293,-0.999999933,0.999999933,0.000365702293,0.0041341543,-0.999991454,0.999991454,0.0041341543
43,273.9107939798823,29358029.543843236,29358029.543843236,0.002472482291772501,0.002472482291772501,0.00011920724120382395,8.384446383018075e-06,0.012426012813767397,564.1561853823254,0.00011037977677643999,0.08115997640748242,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,62.8874492,124.860471,2.13145426e-11,1.25808734e-14,1.63611699e-19,5418.31193,5418.31193,273.91079,32.3762294,273.910791,8.36432481e-06,-1.0,1.0,8.36432481e-06,7.07642261e-05,-0.999999997,0.999999997,7.07642261e-05
44,436.0533654725305,32556014.02837625,32556014.02837625,0.0006816643373369084,0.0006816643373369084,0.0011037710394438552,1.2836070192605958e-05,0.021040030627065203,624.2227371298897,0.003185750567565694,0.02616418614237321,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,90.5233892,124.876542,2.74797859e-10,1.62198979e-13,4.18982898e-18,5705.78955,5705.78955,436.05337,11.5486566,436.053719,3.35269405e-05,-0.999999999,0.999999999,3.35269405e-05,0.00126590788,-0.999999199,0.999999199,0.00126590788
45,440.95443335933885,21354306.100801226,21354306.100801226,0.00011646917851017557,0.00011646917851017557,0.00019313772795406721,4.16080247328797e-06,0.02589291045487542,767.3524458353314,0.0002097737752710637,0.043573154192046507,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,123.461449,124.877081,5.22184414e-11,3.08218482e-14,7.47583038e-19,4621.07233,4621.07233,440.95443,23.6427986,440.954432,4.42936332e-06,-1.0,1.0,4.42936332e-06,8.26106678e-05,-0.999999997,0.999999997,8.26106678e-05
46,295.58725348838055,6863261.267121895,6863261.267121895,0.005550721410416578,0.005550721410416578,0.031139861223066147,1.0642064733978932e-05,0.03180461581270097,578.1817881296707,0.0005395904587880354,0.01011809093758086,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,89.7395021,134.793237,4.58304163e-11,2.7051327e-14,0.0,2619.81444,2619.81444,295.58725,4.13664232,295.587265,4.42436963e-06,-1.0,1.0,4.42436963e-06,0.000316147047,-0.99999995,0.99999995,0.000316147047
47,458.9878252595608,17302930.587725826,17302930.587725826,0.013769148125510116,0.013769148125510116,0.03455315696809048,2.695720186097925e-06,0.02274277513456572,636.5334521259238,0.009832978730864065,0.04358001993564966,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,78.3841075,136.6051,2.45732583e-09,1.45043248e-12,0.0,4159.72882,4159.72882,458.98783,19.6151062,458.990994,0.000158814,-0.999999987,0.999999987,0.000158814,0.00371620181,-0.999993095,0.999993095,0.00371620181
48,477.56787109615425,1674747.397415207,1674747.397415207,0.00010118795534722282,0.00010118795534722282,0.0023913902413063,2.1737599065975363e-06,0.04022786149711842,713.2796669335535,0.005721334542402795,0.010671989414601863,0.015,0.02,0.01,0.0035,0.002,0.001,0.00011,0.003,0.0011,0.00015,0.003,0.0011,124.719624,143.185769,2.18600582e-09,1.2902863e-12,0.0,1294.12149,1294.12149,477.56787,5.38256499,477.568898,2.33829381e-05,-1.0,1.0,2.33829381e-05,0.00207465027,-0.999997848,0.999997848,0.00207465027
